1.0112454788361136,Normal,Anomaly
1.0666424484364132,Normal,Anomaly
1.0313717401815083,Normal,Anomaly
1.028877488065374,Normal,Anomaly
0.9713290848665904,Normal,Anomaly
0.9050534188503175,Normal,Normal
0.9078879181760089,Normal,Normal
0.9574750805747946,Normal,Anomaly
1.0203514247830643,Normal,Anomaly
1.049155321973696,Normal,Anomaly
1.1133166560118206,Normal,Anomaly
1.0838474689674387,Normal,Anomaly
1.0904650030054226,Normal,Anomaly
1.1483079743309523,Normal,Anomaly
1.1563350792492648,Normal,Anomaly
1.0904650030054226,Normal,Anomaly
1.146068245312964,Normal,Anomaly
1.1357086027353445,Normal,Anomaly
1.1026493476920372,Normal,Anomaly
1.1026493476920372,Normal,Anomaly
1.0685677973831522,Normal,Anomaly
1.0984469846881555,Normal,Anomaly
1.0984469846881555,Normal,Anomaly
1.079571919879333,Normal,Anomaly
1.0899936543760942,Normal,Anomaly
1.0942284827106845,Normal,Anomaly
1.1211359560482514,Normal,Anomaly
1.1211359560482514,Normal,Anomaly
1.1026493476920372,Normal,Anomaly
1.1215942172388778,Normal,Anomaly
1.0881062180606713,Normal,Anomaly
1.0838474689674387,Normal,Anomaly
1.1174631011127467,Normal,Anomaly
1.111006388620706,Normal,Anomaly
1.1215942172388778,Normal,Anomaly
0.9713290848665904,Normal,Anomaly
0.9547878030873616,Normal,Anomaly
1.017830167100342,Normal,Anomaly
0.9280407831289873,Normal,Normal
0.9499315465491269,Normal,Anomaly
0.9230438176790362,Normal,Normal
0.9828991949818514,Normal,Anomaly
0.9948513557731321,Normal,Anomaly
0.9027794116919111,Normal,Normal
0.9428727976435564,Normal,Anomaly
0.8691379675321362,Normal,Normal
0.949390429133216,Normal,Anomaly
1.0198476718889764,Normal,Anomaly
1.0398074445953527,Normal,Anomaly
1.0790958131660437,Normal,Anomaly
